project,bug_id,classname,method_name,file_path
Closure,13,com.google.javascript.jscomp.PeepholeOptimizationsPass,traverse,src/com/google/javascript/jscomp/PeepholeOptimizationsPass.java
Closure,14,com.google.javascript.jscomp.ControlFlowAnalysis,computeFollowNode,src/com/google/javascript/jscomp/ControlFlowAnalysis.java
Closure,15,com.google.javascript.jscomp.FlowSensitiveInlineVariables,apply,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java
Closure,16,com.google.javascript.jscomp.ScopedAliases,applyAlias,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,16,com.google.javascript.jscomp.ScopedAliases,fixTypeNode,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,17,com.google.javascript.jscomp.TypedScopeCreator,getDeclaredType,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,18,com.google.javascript.jscomp.Compiler,parseInputs,src/com/google/javascript/jscomp/Compiler.java
Closure,19,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter,declareNameInScope,src/com/google/javascript/jscomp/type/ChainableReverseAbstractInterpreter.java
Closure,20,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,tryFoldSimpleFunctionCall,src/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax.java
Closure,21,com.google.javascript.jscomp.CheckSideEffects,visit,src/com/google/javascript/jscomp/CheckSideEffects.java
Closure,22,com.google.javascript.jscomp.CheckSideEffects,visit,src/com/google/javascript/jscomp/CheckSideEffects.java
Closure,23,com.google.javascript.jscomp.PeepholeFoldConstants,tryFoldArrayAccess,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure,24,com.google.javascript.jscomp.ScopedAliases,findAliases,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,25,com.google.javascript.jscomp.TypeInference,traverseNew,src/com/google/javascript/jscomp/TypeInference.java
Closure,26,com.google.javascript.jscomp.ProcessCommonJSModules,visit,src/com/google/javascript/jscomp/ProcessCommonJSModules.java
Closure,26,com.google.javascript.jscomp.ProcessCommonJSModules,emitOptionalModuleExportsOverride,src/com/google/javascript/jscomp/ProcessCommonJSModules.java
Closure,26,com.google.javascript.jscomp.ProcessCommonJSModules,visitModuleExports,src/com/google/javascript/jscomp/ProcessCommonJSModules.java
Closure,27,com.google.javascript.rhino.IR,blockUnchecked,src/com/google/javascript/rhino/IR.java
Closure,27,com.google.javascript.rhino.IR,tryFinally,src/com/google/javascript/rhino/IR.java
Closure,27,com.google.javascript.rhino.IR,tryCatch,src/com/google/javascript/rhino/IR.java
Closure,28,com.google.javascript.jscomp.InlineCostEstimator,getCost,src/com/google/javascript/jscomp/InlineCostEstimator.java
Closure,29,com.google.javascript.jscomp.InlineObjectLiterals,isInlinableObject,src/com/google/javascript/jscomp/InlineObjectLiterals.java
Closure,30,com.google.javascript.jscomp.FlowSensitiveInlineVariables,process,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java
Closure,30,com.google.javascript.jscomp.MustBeReachingVariableDef,visit,src/com/google/javascript/jscomp/MustBeReachingVariableDef.java
Closure,30,com.google.javascript.jscomp.MustBeReachingVariableDef,dependsOnOuterScopeVars,src/com/google/javascript/jscomp/MustBeReachingVariableDef.java
Closure,31,com.google.javascript.jscomp.Compiler,parseInputs,src/com/google/javascript/jscomp/Compiler.java
Closure,32,com.google.javascript.jscomp.parsing.JsDocInfoParser,extractMultilineTextualBlock,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure,33,com.google.javascript.rhino.jstype.PrototypeObjectType,matchConstraint,src/com/google/javascript/rhino/jstype/PrototypeObjectType.java
Closure,34,com.google.javascript.jscomp.CodeGenerator,add,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,34,com.google.javascript.jscomp.CodeGenerator,unrollBinaryOperator,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,34,com.google.javascript.jscomp.CodePrinter,PrettyCodePrinter,src/com/google/javascript/jscomp/CodePrinter.java
Closure,35,com.google.javascript.jscomp.TypeInference,inferPropertyTypesToMatchConstraint,src/com/google/javascript/jscomp/TypeInference.java
Closure,36,com.google.javascript.jscomp.InlineVariables,canInline,src/com/google/javascript/jscomp/InlineVariables.java
Closure,37,com.google.javascript.jscomp.NodeTraversal,traverseFunction,src/com/google/javascript/jscomp/NodeTraversal.java
Closure,37,com.google.javascript.jscomp.parsing.IRFactory,isDirective,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,38,com.google.javascript.jscomp.CodeConsumer,addNumber,src/com/google/javascript/jscomp/CodeConsumer.java
Closure,39,com.google.javascript.rhino.jstype.PrototypeObjectType,toStringHelper,src/com/google/javascript/rhino/jstype/PrototypeObjectType.java
Closure,40,com.google.javascript.jscomp.NameAnalyzer,visit,src/com/google/javascript/jscomp/NameAnalyzer.java
Closure,41,com.google.javascript.jscomp.FunctionTypeBuilder,inferFromOverriddenFunction,src/com/google/javascript/jscomp/FunctionTypeBuilder.java
Closure,41,com.google.javascript.jscomp.FunctionTypeBuilder,inferParameterTypes,src/com/google/javascript/jscomp/FunctionTypeBuilder.java
Closure,42,com.google.javascript.jscomp.parsing.IRFactory,isDirective,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,43,com.google.javascript.jscomp.TypedScopeCreator,getNativeType,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,43,com.google.javascript.jscomp.TypedScopeCreator,attachLiteralTypes,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,44,com.google.javascript.jscomp.CodeConsumer,add,src/com/google/javascript/jscomp/CodeConsumer.java
Closure,45,com.google.javascript.jscomp.RemoveUnusedVars,interpretAssigns,src/com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,45,com.google.javascript.jscomp.RemoveUnusedVars,removeUnreferencedVars,src/com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,46,com.google.javascript.rhino.jstype.RecordType,getLeastSupertype,src/com/google/javascript/rhino/jstype/RecordType.java
Closure,47,com.google.debugging.sourcemap.SourceMapConsumerV3,getOriginalMappingForEntry,src/com/google/debugging/sourcemap/SourceMapConsumerV3.java
Closure,47,com.google.javascript.jscomp.SourceMap,addMapping,src/com/google/javascript/jscomp/SourceMap.java
Closure,48,com.google.javascript.jscomp.TypedScopeCreator,applyDelegateRelationship,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,49,com.google.javascript.jscomp.MakeDeclaredNamesUnique,enterScope,src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure,49,com.google.javascript.jscomp.MakeDeclaredNamesUnique,shouldTraverse,src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure,49,com.google.javascript.jscomp.MakeDeclaredNamesUnique,visit,src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java
Closure,50,com.google.javascript.jscomp.PeepholeReplaceKnownMethods,tryFoldArrayJoin,src/com/google/javascript/jscomp/PeepholeReplaceKnownMethods.java
Closure,51,com.google.javascript.jscomp.CodeConsumer,addNumber,src/com/google/javascript/jscomp/CodeConsumer.java
Closure,51,com.google.javascript.jscomp.CodeConsumer,isNegativeZero,src/com/google/javascript/jscomp/CodeConsumer.java
Closure,52,com.google.javascript.jscomp.CodeGenerator,getSimpleNumber,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,53,com.google.javascript.jscomp.InlineObjectLiterals,replaceAssignmentExpression,src/com/google/javascript/jscomp/InlineObjectLiterals.java
Closure,54,com.google.javascript.jscomp.TypedScopeCreator,applyDelegateRelationship,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,54,com.google.javascript.rhino.jstype.FunctionType,setPrototypeBasedOn,src/com/google/javascript/rhino/jstype/FunctionType.java
Closure,54,com.google.javascript.rhino.jstype.FunctionType,setPrototype,src/com/google/javascript/rhino/jstype/FunctionType.java
Closure,55,com.google.javascript.jscomp.FunctionRewriter,isReduceableFunctionExpression,src/com/google/javascript/jscomp/FunctionRewriter.java
Closure,56,com.google.javascript.jscomp.SourceFile,getLine,src/com/google/javascript/jscomp/SourceFile.java
Closure,57,com.google.javascript.jscomp.ClosureCodingConvention,extractClassNameIfGoog,src/com/google/javascript/jscomp/ClosureCodingConvention.java
Closure,58,com.google.javascript.jscomp.LiveVariablesAnalysis,computeGenKill,src/com/google/javascript/jscomp/LiveVariablesAnalysis.java
Closure,59,com.google.javascript.jscomp.Compiler,initOptions,src/com/google/javascript/jscomp/Compiler.java
Closure,60,com.google.javascript.jscomp.NodeUtil,getImpureBooleanValue,src/com/google/javascript/jscomp/NodeUtil.java
Closure,60,com.google.javascript.jscomp.NodeUtil,getPureBooleanValue,src/com/google/javascript/jscomp/NodeUtil.java
Closure,61,com.google.javascript.jscomp.NodeUtil,functionCallHasSideEffects,src/com/google/javascript/jscomp/NodeUtil.java
Closure,62,com.google.javascript.jscomp.LightweightMessageFormatter,format,src/com/google/javascript/jscomp/LightweightMessageFormatter.java
Closure,64,com.google.javascript.jscomp.Compiler,call,src/com/google/javascript/jscomp/Compiler.java
Closure,64,com.google.javascript.jscomp.Compiler,toSource,src/com/google/javascript/jscomp/Compiler.java
Closure,65,com.google.javascript.jscomp.CodeGenerator,strEscape,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,66,com.google.javascript.jscomp.TypeCheck,visit,src/com/google/javascript/jscomp/TypeCheck.java
Closure,67,com.google.javascript.jscomp.AnalyzePrototypeProperties,isPrototypePropertyAssign,src/com/google/javascript/jscomp/AnalyzePrototypeProperties.java
Closure,68,com.google.javascript.jscomp.parsing.JsDocInfoParser,parseBasicTypeExpression,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure,68,com.google.javascript.jscomp.parsing.JsDocInfoParser,parseFunctionType,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure,69,com.google.javascript.jscomp.TypeCheck,visitCall,src/com/google/javascript/jscomp/TypeCheck.java
Closure,70,com.google.javascript.jscomp.TypedScopeCreator,declareArguments,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,71,com.google.javascript.jscomp.CheckAccessControls,checkPropertyVisibility,src/com/google/javascript/jscomp/CheckAccessControls.java
Closure,72,com.google.javascript.jscomp.FunctionToBlockMutator,makeLocalNamesUnique,src/com/google/javascript/jscomp/FunctionToBlockMutator.java
Closure,72,com.google.javascript.jscomp.RenameLabels,visitLabel,src/com/google/javascript/jscomp/RenameLabels.java
Closure,73,com.google.javascript.jscomp.CodeGenerator,strEscape,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,74,com.google.javascript.jscomp.PeepholeFoldConstants,tryFoldComparison,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure,74,com.google.javascript.jscomp.PeepholeFoldConstants,getNormalizedNodeType,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure,75,com.google.javascript.jscomp.NodeUtil,getStringNumberValue,src/com/google/javascript/jscomp/NodeUtil.java
Closure,75,com.google.javascript.jscomp.NodeUtil,isStrWhiteSpaceChar,src/com/google/javascript/jscomp/NodeUtil.java
Closure,76,com.google.javascript.jscomp.DeadAssignmentsElimination,isVariableStillLiveWithinExpression,src/com/google/javascript/jscomp/DeadAssignmentsElimination.java
Closure,76,com.google.javascript.jscomp.DeadAssignmentsElimination,isVariableReadBeforeKill,src/com/google/javascript/jscomp/DeadAssignmentsElimination.java
Closure,76,com.google.javascript.jscomp.DeadAssignmentsElimination,checkHookBranchReadBeforeKill,src/com/google/javascript/jscomp/DeadAssignmentsElimination.java
Closure,77,com.google.javascript.jscomp.CodeGenerator,strEscape,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,78,com.google.javascript.jscomp.PeepholeFoldConstants,performArithmeticOp,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure,79,com.google.javascript.jscomp.Normalize,process,src/com/google/javascript/jscomp/Normalize.java
Closure,79,com.google.javascript.jscomp.VarCheck,createSynthesizedExternVar,src/com/google/javascript/jscomp/VarCheck.java
Closure,80,com.google.javascript.jscomp.NodeUtil,isBooleanResultHelper,src/com/google/javascript/jscomp/NodeUtil.java
Closure,80,com.google.javascript.jscomp.NodeUtil,evaluatesToLocalValue,src/com/google/javascript/jscomp/NodeUtil.java
Closure,81,com.google.javascript.jscomp.parsing.IRFactory,isDirective,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,82,com.google.javascript.rhino.jstype.JSType,isEmptyType,src/com/google/javascript/rhino/jstype/JSType.java
Closure,83,com.google.javascript.jscomp.CommandLineRunner,parseArguments,src/com/google/javascript/jscomp/CommandLineRunner.java
Closure,84,com.google.javascript.jscomp.parsing.IRFactory,transformAsString,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,84,com.google.javascript.jscomp.parsing.IRFactory,processFunctionNode,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,84,com.google.javascript.jscomp.parsing.IRFactory,validAssignmentTarget,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,85,com.google.javascript.jscomp.UnreachableCodeElimination,tryRemoveUnconditionalBranching,src/com/google/javascript/jscomp/UnreachableCodeElimination.java
Closure,85,com.google.javascript.jscomp.UnreachableCodeElimination,computeFollowing,src/com/google/javascript/jscomp/UnreachableCodeElimination.java
Closure,86,com.google.javascript.jscomp.NodeUtil,evaluatesToLocalValue,src/com/google/javascript/jscomp/NodeUtil.java
Closure,87,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,isFoldableExpressBlock,src/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax.java
Closure,88,com.google.javascript.jscomp.DeadAssignmentsElimination,isVariableReadBeforeKill,src/com/google/javascript/jscomp/DeadAssignmentsElimination.java
Closure,89,com.google.javascript.jscomp.CollapseProperties,updateSimpleDeclaration,src/com/google/javascript/jscomp/CollapseProperties.java
Closure,90,com.google.javascript.jscomp.FunctionTypeBuilder,apply,src/com/google/javascript/jscomp/FunctionTypeBuilder.java
Closure,90,com.google.javascript.rhino.jstype.FunctionType,resolveInternal,src/com/google/javascript/rhino/jstype/FunctionType.java
Closure,91,com.google.javascript.jscomp.CheckGlobalThis,shouldTraverse,src/com/google/javascript/jscomp/CheckGlobalThis.java
Closure,92,com.google.javascript.jscomp.ProcessClosurePrimitives,updateMinimumModule,src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
Closure,94,com.google.javascript.jscomp.NodeUtil,isValidDefineValue,src/com/google/javascript/jscomp/NodeUtil.java
Closure,95,com.google.javascript.jscomp.TypedScopeCreator,defineSlot,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,96,com.google.javascript.jscomp.TypeCheck,visitParameterList,src/com/google/javascript/jscomp/TypeCheck.java
Closure,97,com.google.javascript.jscomp.PeepholeFoldConstants,tryFoldShift,src/com/google/javascript/jscomp/PeepholeFoldConstants.java
Closure,98,com.google.javascript.jscomp.ReferenceCollectingCallback,isInitializingAssignmentAt,src/com/google/javascript/jscomp/ReferenceCollectingCallback.java
Closure,98,com.google.javascript.jscomp.ReferenceCollectingCallback,getSourceName,src/com/google/javascript/jscomp/ReferenceCollectingCallback.java
Closure,99,com.google.javascript.jscomp.CheckGlobalThis,shouldTraverse,src/com/google/javascript/jscomp/CheckGlobalThis.java
Closure,100,com.google.javascript.jscomp.CheckGlobalThis,shouldTraverse,src/com/google/javascript/jscomp/CheckGlobalThis.java
Closure,100,com.google.javascript.jscomp.CheckGlobalThis,shouldReportThis,src/com/google/javascript/jscomp/CheckGlobalThis.java
Closure,101,com.google.javascript.jscomp.CommandLineRunner,createOptions,src/com/google/javascript/jscomp/CommandLineRunner.java
Closure,102,com.google.javascript.jscomp.Normalize,process,src/com/google/javascript/jscomp/Normalize.java
Closure,103,com.google.javascript.jscomp.ControlFlowAnalysis,mayThrowException,src/com/google/javascript/jscomp/ControlFlowAnalysis.java
Closure,103,com.google.javascript.jscomp.DisambiguateProperties,getTypesToSkipForTypeNonUnion,src/com/google/javascript/jscomp/DisambiguateProperties.java
Closure,104,com.google.javascript.rhino.jstype.UnionType,meet,src/com/google/javascript/rhino/jstype/UnionType.java
Closure,105,com.google.javascript.jscomp.FoldConstants,tryFoldStringJoin,src/com/google/javascript/jscomp/FoldConstants.java
Closure,106,com.google.javascript.rhino.JSDocInfoBuilder,recordBlockDescription,src/com/google/javascript/rhino/JSDocInfoBuilder.java
Closure,107,com.google.javascript.jscomp.CommandLineRunner,createOptions,src/com/google/javascript/jscomp/CommandLineRunner.java
Closure,108,com.google.javascript.jscomp.ScopedAliases,applyAlias,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,108,com.google.javascript.jscomp.ScopedAliases,exitScope,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,108,com.google.javascript.jscomp.ScopedAliases,findAliases,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,108,com.google.javascript.jscomp.ScopedAliases,visit,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,109,com.google.javascript.jscomp.parsing.JsDocInfoParser,parseContextTypeExpression,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure,110,com.google.javascript.jscomp.ScopedAliases,findAliases,src/com/google/javascript/jscomp/ScopedAliases.java
Closure,110,com.google.javascript.rhino.Node,getChildBefore,src/com/google/javascript/rhino/Node.java
Closure,111,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,caseTopType,src/com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter.java
Closure,112,com.google.javascript.jscomp.TypeInference,apply,src/com/google/javascript/jscomp/TypeInference.java
Closure,113,com.google.javascript.jscomp.ProcessClosurePrimitives,processRequireCall,src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
Closure,114,com.google.javascript.jscomp.NameAnalyzer,recordAssignment,src/com/google/javascript/jscomp/NameAnalyzer.java
Closure,115,com.google.javascript.jscomp.FunctionInjector,canInlineReferenceDirectly,src/com/google/javascript/jscomp/FunctionInjector.java
Closure,116,com.google.javascript.jscomp.FunctionInjector,canInlineReferenceDirectly,src/com/google/javascript/jscomp/FunctionInjector.java
Closure,117,com.google.javascript.jscomp.TypeValidator,getReadableJSTypeName,src/com/google/javascript/jscomp/TypeValidator.java
Closure,118,com.google.javascript.jscomp.DisambiguateProperties,handleObjectLit,src/com/google/javascript/jscomp/DisambiguateProperties.java
Closure,119,com.google.javascript.jscomp.GlobalNamespace,collect,src/com/google/javascript/jscomp/GlobalNamespace.java
Closure,120,com.google.javascript.jscomp.ReferenceCollectingCallback,isInitializingAssignmentAt,src/com/google/javascript/jscomp/ReferenceCollectingCallback.java
Closure,121,com.google.javascript.jscomp.InlineVariables,inlineNonConstants,src/com/google/javascript/jscomp/InlineVariables.java
Closure,122,com.google.javascript.jscomp.parsing.IRFactory,handleBlockComment,src/com/google/javascript/jscomp/parsing/IRFactory.java
Closure,123,com.google.javascript.jscomp.CodeGenerator,add,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,124,com.google.javascript.jscomp.ExploitAssigns,isSafeReplacement,src/com/google/javascript/jscomp/ExploitAssigns.java
Closure,125,com.google.javascript.jscomp.TypeCheck,visitNew,src/com/google/javascript/jscomp/TypeCheck.java
Closure,126,com.google.javascript.jscomp.MinimizeExitPoints,tryMinimizeExits,src/com/google/javascript/jscomp/MinimizeExitPoints.java
Closure,127,com.google.javascript.jscomp.UnreachableCodeElimination,inFinally,src/com/google/javascript/jscomp/UnreachableCodeElimination.java
Closure,128,com.google.javascript.jscomp.CodeGenerator,isSimpleNumber,src/com/google/javascript/jscomp/CodeGenerator.java
Closure,129,com.google.javascript.jscomp.PrepareAst,annotateCalls,src/com/google/javascript/jscomp/PrepareAst.java
Closure,130,com.google.javascript.jscomp.CollapseProperties,inlineAliases,src/com/google/javascript/jscomp/CollapseProperties.java
Closure,131,com.google.javascript.rhino.TokenStream,isJSIdentifier,src/com/google/javascript/rhino/TokenStream.java
Closure,132,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,tryMinimizeIf,src/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax.java
Closure,133,com.google.javascript.jscomp.parsing.JsDocInfoParser,getRemainingJSDocLine,src/com/google/javascript/jscomp/parsing/JsDocInfoParser.java
Closure,134,com.google.javascript.jscomp.AmbiguateProperties,process,src/com/google/javascript/jscomp/AmbiguateProperties.java
Closure,134,com.google.javascript.jscomp.AmbiguateProperties,isIndependentOf,src/com/google/javascript/jscomp/AmbiguateProperties.java
Closure,134,com.google.javascript.jscomp.AmbiguateProperties,addNode,src/com/google/javascript/jscomp/AmbiguateProperties.java
Closure,134,com.google.javascript.jscomp.AmbiguateProperties,getJSType,src/com/google/javascript/jscomp/AmbiguateProperties.java
Closure,134,com.google.javascript.jscomp.AmbiguateProperties,addNonUnionType,src/com/google/javascript/jscomp/AmbiguateProperties.java
Closure,134,com.google.javascript.jscomp.TypedScopeCreator,findOverriddenFunction,src/com/google/javascript/jscomp/TypedScopeCreator.java
Closure,135,com.google.javascript.jscomp.DevirtualizePrototypeMethods,replaceReferencesToThis,src/com/google/javascript/jscomp/DevirtualizePrototypeMethods.java
